step,section_0_payload,section_1_payload,section_2_payload,section_1_reward,section_2_reward,section_0_reward
45,683.4305000000002,675.4245000000001,311.5554999999998,10.0,10.0,0.0
46,683.4305000000002,675.4245000000001,311.5554999999998,10.0,10.0,0.0
47,683.4305000000002,675.4245000000001,311.5554999999998,10.0,10.0,0.0
48,683.4305000000002,675.4245000000001,311.5554999999998,10.0,10.0,0.0
49,683.4305000000002,675.4245000000001,311.5554999999998,10.0,10.0,0.0
50,683.4305000000002,675.4245000000001,311.5554999999998,10.0,10.0,0.0
51,683.4305000000002,675.4245000000001,311.5554999999998,10.0,10.0,0.0
52,683.4305000000002,675.4245000000001,311.5554999999998,10.0,10.0,0.0
53,683.4305000000002,675.4245000000001,311.5554999999998,10.0,10.0,0.0
54,683.4305000000002,675.4245000000001,311.5554999999998,10.0,10.0,0.0
55,683.4305000000002,675.4245000000001,311.5554999999998,10.0,10.0,0.0
56,683.4305000000002,675.4245000000001,311.5554999999998,10.0,10.0,0.0
57,683.4305000000002,675.4245000000001,311.5554999999998,10.0,10.0,0.0
58,683.4305000000002,675.4245000000001,311.5554999999998,10.0,10.0,0.0
59,683.4305000000002,675.4245000000001,311.5554999999998,10.0,10.0,0.0
60,683.4305000000002,675.4245000000001,311.5554999999998,10.0,10.0,0.0
61,683.4305000000002,675.4245000000001,311.5554999999998,10.0,10.0,0.0
62,683.4305000000002,675.4245000000001,311.5554999999998,10.0,10.0,0.0
63,683.4305000000002,675.4245000000001,311.5554999999998,10.0,10.0,0.0
64,683.4305000000002,675.4245000000001,311.5554999999998,10.0,10.0,0.0
65,683.4305000000002,675.4245000000001,311.5554999999998,10.0,10.0,0.0
66,683.4305000000002,675.4245000000001,311.5554999999998,10.0,10.0,0.0
67,683.4305000000002,675.4245000000001,311.5554999999998,10.0,10.0,0.0
68,683.4305000000002,675.4245000000001,311.5554999999998,10.0,10.0,0.0
69,683.4305000000002,675.4245000000001,311.5554999999998,10.0,10.0,0.0
70,683.4305000000002,682.0145000000001,311.5554999999998,16.590000000000032,10.0,0.0
71,683.4305000000002,682.0145000000001,311.5554999999998,16.590000000000032,10.0,0.0
72,646.316,700.9485,311.5554999999998,28.933999999999855,10.0,0.0
73,646.316,700.9485,311.5554999999998,28.933999999999855,10.0,0.0
74,646.316,700.9485,311.5554999999998,28.933999999999855,10.0,10.0
75,646.316,700.9485,311.5554999999998,28.933999999999855,10.0,10.0
76,646.316,700.9485,311.5554999999998,28.933999999999855,10.0,10.0
77,646.316,700.9485,311.5554999999998,28.933999999999855,10.0,10.0
78,683.4305000000002,682.0145000000001,311.5554999999998,28.933999999999855,10.0,47.114500000000135
79,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
80,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
81,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
82,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
83,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
84,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
85,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
86,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
87,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
88,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
89,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
90,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
91,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
92,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
93,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
94,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
95,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
96,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
97,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
98,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
99,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
100,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
101,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
102,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
103,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
104,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
105,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
106,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
107,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
108,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
109,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
110,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
111,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
112,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
113,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
114,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
115,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
116,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
117,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
118,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
119,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
120,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
121,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
122,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
123,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
124,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
125,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
126,683.4305000000002,682.0145000000001,311.5554999999998,10.0,10.0,47.114500000000135
127,646.316,700.9485,311.5554999999998,28.933999999999855,10.0,47.114500000000135
128,646.316,696.9179999999999,320.2719999999998,28.933999999999855,18.716499999999996,47.114500000000135
129,646.316,696.9179999999999,320.2719999999998,28.933999999999855,18.716499999999996,10.0
130,646.316,696.9179999999999,320.2719999999998,28.933999999999855,18.716499999999996,10.0
131,646.316,696.9179999999999,320.2719999999998,28.933999999999855,10.0,10.0
132,646.316,696.9179999999999,320.2719999999998,28.933999999999855,10.0,10.0
133,646.316,696.9179999999999,320.2719999999998,28.933999999999855,10.0,10.0
134,646.316,696.9179999999999,320.2719999999998,28.933999999999855,10.0,10.0
135,646.316,696.9179999999999,320.2719999999998,28.933999999999855,10.0,10.0
136,646.316,696.9179999999999,320.2719999999998,28.933999999999855,10.0,10.0
137,646.316,696.9179999999999,320.2719999999998,28.933999999999855,10.0,10.0
138,646.316,696.9179999999999,320.2719999999998,28.933999999999855,10.0,10.0
139,646.316,696.9179999999999,320.2719999999998,28.933999999999855,10.0,10.0
140,646.316,696.9179999999999,320.2719999999998,28.933999999999855,10.0,10.0
141,646.316,696.9179999999999,320.2719999999998,28.933999999999855,10.0,10.0
142,646.316,696.9179999999999,320.2719999999998,28.933999999999855,10.0,10.0
143,646.316,696.9179999999999,320.2719999999998,28.933999999999855,10.0,10.0
144,646.316,696.9179999999999,330.50599999999974,28.933999999999855,20.233999999999924,10.0
145,646.316,696.9179999999999,330.50599999999974,28.933999999999855,20.233999999999924,10.0
146,646.316,696.9179999999999,330.50599999999974,28.933999999999855,10.0,10.0
147,646.316,696.9179999999999,330.50599999999974,28.933999999999855,10.0,10.0
148,646.316,696.9179999999999,330.50599999999974,28.933999999999855,10.0,10.0
149,646.316,696.9179999999999,330.50599999999974,28.933999999999855,10.0,10.0
150,646.316,696.9179999999999,330.50599999999974,28.933999999999855,10.0,10.0
151,646.316,696.9179999999999,330.50599999999974,28.933999999999855,10.0,10.0
152,646.316,696.9179999999999,330.50599999999974,28.933999999999855,10.0,10.0
153,646.316,696.9179999999999,330.50599999999974,28.933999999999855,10.0,10.0
154,646.316,696.9179999999999,330.50599999999974,28.933999999999855,10.0,10.0
155,646.316,696.9179999999999,330.50599999999974,28.933999999999855,10.0,10.0
156,646.316,696.9179999999999,330.50599999999974,28.933999999999855,10.0,10.0
157,646.316,696.9179999999999,330.50599999999974,28.933999999999855,10.0,10.0
158,646.316,696.9179999999999,330.50599999999974,28.933999999999855,10.0,10.0
159,646.316,696.9179999999999,330.50599999999974,28.933999999999855,10.0,10.0
160,646.316,693.5784999999998,330.55399999999975,28.933999999999855,10.048000000000002,10.0
161,646.316,693.5784999999998,330.55399999999975,28.933999999999855,10.048000000000002,10.0
162,646.316,693.5784999999998,330.55399999999975,28.933999999999855,10.0,10.0
163,646.316,693.5784999999998,330.55399999999975,28.933999999999855,10.0,10.0
164,646.316,693.5784999999998,330.55399999999975,28.933999999999855,10.0,10.0
165,646.316,693.5784999999998,330.55399999999975,28.933999999999855,10.0,10.0
166,646.316,693.5784999999998,330.55399999999975,28.933999999999855,10.0,10.0
167,646.316,693.5784999999998,330.55399999999975,28.933999999999855,10.0,10.0
168,646.316,693.5784999999998,330.55399999999975,28.933999999999855,10.0,10.0
169,646.316,693.5784999999998,330.55399999999975,28.933999999999855,10.0,10.0
170,646.316,693.5784999999998,330.55399999999975,28.933999999999855,10.0,10.0
171,646.316,693.0165,336.64099999999974,28.933999999999855,16.08699999999999,10.0
172,646.316,693.0165,336.64099999999974,28.933999999999855,10.0,10.0
173,646.316,693.0165,336.64099999999974,28.933999999999855,10.0,10.0
174,646.316,693.0165,336.64099999999974,28.933999999999855,10.0,10.0
175,683.4305000000002,644.6990000000001,336.64099999999974,28.933999999999855,10.0,47.114500000000135
176,683.4305000000002,644.6990000000001,336.64099999999974,10.0,10.0,47.114500000000135
177,683.4305000000002,644.6990000000001,336.64099999999974,10.0,10.0,47.114500000000135
178,683.4305000000002,644.6990000000001,336.64099999999974,10.0,10.0,47.114500000000135
179,683.4305000000002,644.6990000000001,336.64099999999974,10.0,10.0,47.114500000000135
180,683.4305000000002,644.6990000000001,336.64099999999974,10.0,10.0,47.114500000000135
181,683.4305000000002,644.6990000000001,336.64099999999974,10.0,10.0,47.114500000000135
182,683.4305000000002,644.6990000000001,336.64099999999974,10.0,10.0,47.114500000000135
183,683.4305000000002,644.6990000000001,336.64099999999974,10.0,10.0,47.114500000000135
184,683.4305000000002,644.6990000000001,336.64099999999974,10.0,10.0,47.114500000000135
185,683.4305000000002,644.6990000000001,336.64099999999974,10.0,10.0,47.114500000000135
186,683.4305000000002,637.1695000000002,348.91199999999986,10.0,22.27100000000013,47.114500000000135
187,683.4305000000002,637.1695000000002,348.91199999999986,10.0,22.27100000000013,47.114500000000135
188,683.4305000000002,637.1695000000002,348.91199999999986,10.0,10.0,47.114500000000135
189,683.4305000000002,637.1695000000002,348.91199999999986,10.0,10.0,47.114500000000135
190,683.4305000000002,637.1695000000002,348.91199999999986,10.0,10.0,47.114500000000135
191,683.4305000000002,637.1695000000002,348.91199999999986,10.0,10.0,47.114500000000135
192,683.4305000000002,637.1695000000002,348.91199999999986,10.0,10.0,47.114500000000135
193,683.4305000000002,633.9125000000003,355.7080000000001,10.0,16.79600000000022,47.114500000000135
194,646.316,685.5770000000001,355.7080000000001,61.66449999999986,16.79600000000022,47.114500000000135
195,646.316,685.5770000000001,355.7080000000001,61.66449999999986,10.0,47.114500000000135
196,646.316,685.5770000000001,355.7080000000001,61.66449999999986,10.0,10.0
197,646.316,685.5770000000001,355.7080000000001,61.66449999999986,10.0,10.0
198,646.316,685.5770000000001,355.7080000000001,61.66449999999986,10.0,10.0
199,646.316,685.5770000000001,355.7080000000001,61.66449999999986,10.0,10.0
200,646.316,685.5770000000001,355.7080000000001,61.66449999999986,10.0,10.0
201,646.316,685.5770000000001,355.7080000000001,61.66449999999986,10.0,10.0
202,646.316,685.0740000000002,371.56050000000016,61.66449999999986,25.852500000000077,10.0
203,646.316,685.0740000000002,371.56050000000016,61.66449999999986,25.852500000000077,10.0
204,646.316,663.1155000000002,390.8044999999999,61.66449999999986,29.243999999999744,10.0
205,646.316,663.1155000000002,390.8044999999999,61.66449999999986,29.243999999999744,10.0
206,646.316,663.1155000000002,390.8044999999999,61.66449999999986,10.0,10.0
207,646.316,663.1155000000002,390.8044999999999,61.66449999999986,10.0,10.0
208,646.316,663.1155000000002,390.8044999999999,61.66449999999986,10.0,10.0
209,646.316,663.1155000000002,390.8044999999999,61.66449999999986,10.0,10.0
210,646.316,663.1155000000002,390.8044999999999,61.66449999999986,10.0,10.0
211,646.316,663.1155000000002,390.8044999999999,61.66449999999986,10.0,10.0
212,646.316,663.1155000000002,390.8044999999999,61.66449999999986,10.0,10.0
213,646.316,663.1155000000002,390.8044999999999,61.66449999999986,10.0,10.0
214,646.316,663.1155000000002,390.8044999999999,61.66449999999986,10.0,10.0
215,646.316,663.1155000000002,390.8044999999999,61.66449999999986,10.0,10.0
216,646.316,663.1155000000002,390.8044999999999,61.66449999999986,10.0,10.0
217,646.316,663.1155000000002,390.8044999999999,61.66449999999986,10.0,10.0
218,646.316,663.1155000000002,390.8044999999999,61.66449999999986,10.0,10.0
219,646.316,663.1155000000002,390.8044999999999,61.66449999999986,10.0,10.0
220,646.316,663.1155000000002,390.8044999999999,61.66449999999986,10.0,10.0
221,646.316,663.1155000000002,390.8044999999999,61.66449999999986,10.0,10.0
222,646.316,663.1155000000002,390.8044999999999,61.66449999999986,10.0,10.0
223,646.316,632.7665000000002,397.54750000000007,61.66449999999986,16.743000000000166,10.0
224,646.316,632.7665000000002,397.54750000000007,10.0,16.743000000000166,10.0
225,646.316,632.7665000000002,397.54750000000007,10.0,10.0,10.0
226,607.906,700.9134999999999,397.54750000000007,78.14699999999971,10.0,10.0
227,607.906,700.9134999999999,397.54750000000007,78.14699999999971,10.0,10.0
228,607.906,700.9134999999999,397.54750000000007,78.14699999999971,10.0,10.0
229,607.906,700.9134999999999,397.54750000000007,78.14699999999971,10.0,10.0
230,607.906,700.9134999999999,397.54750000000007,78.14699999999971,10.0,10.0
231,607.906,700.9134999999999,397.54750000000007,78.14699999999971,10.0,10.0
232,607.906,700.9134999999999,397.54750000000007,78.14699999999971,10.0,10.0
233,607.906,700.9134999999999,397.54750000000007,78.14699999999971,10.0,10.0
234,607.906,696.643,429.95799999999997,78.14699999999971,42.4104999999999,10.0
235,607.906,696.643,429.95799999999997,78.14699999999971,42.4104999999999,10.0
236,607.906,696.643,429.95799999999997,78.14699999999971,10.0,10.0
237,607.906,696.643,429.95799999999997,78.14699999999971,10.0,10.0
238,607.906,696.643,429.95799999999997,78.14699999999971,10.0,10.0
239,607.906,696.643,429.95799999999997,78.14699999999971,10.0,10.0
240,607.906,696.643,429.95799999999997,78.14699999999971,10.0,10.0
241,607.906,696.643,429.95799999999997,78.14699999999971,10.0,10.0
242,607.906,696.643,429.95799999999997,78.14699999999971,10.0,10.0
243,607.906,696.643,429.95799999999997,78.14699999999971,10.0,10.0
244,607.906,696.643,429.95799999999997,78.14699999999971,10.0,10.0
245,607.906,696.643,429.95799999999997,78.14699999999971,10.0,10.0
246,607.906,696.643,429.95799999999997,78.14699999999971,10.0,10.0
247,607.906,696.643,429.95799999999997,78.14699999999971,10.0,10.0
248,607.906,696.643,429.95799999999997,78.14699999999971,10.0,10.0
249,607.906,696.643,429.95799999999997,78.14699999999971,10.0,10.0
250,607.906,696.643,429.95799999999997,78.14699999999971,10.0,10.0
251,607.906,696.643,429.95799999999997,78.14699999999971,10.0,10.0
252,607.906,696.643,429.95799999999997,78.14699999999971,10.0,10.0
253,607.906,696.643,429.95799999999997,78.14699999999971,10.0,10.0
254,607.906,696.643,429.95799999999997,78.14699999999971,10.0,10.0
255,607.906,684.4320000000001,438.74149999999986,78.14699999999971,18.78349999999989,10.0
256,607.906,684.4320000000001,438.74149999999986,78.14699999999971,18.78349999999989,10.0
257,607.906,684.4320000000001,438.74149999999986,78.14699999999971,10.0,10.0
258,607.906,684.4320000000001,438.74149999999986,78.14699999999971,10.0,10.0
259,607.906,680.4015000000002,444.68649999999974,78.14699999999971,15.94499999999988,10.0
260,607.906,680.4015000000002,444.68649999999974,78.14699999999971,15.94499999999988,10.0
261,607.906,680.4015000000002,444.68649999999974,78.14699999999971,10.0,10.0
262,607.906,680.4015000000002,444.68649999999974,78.14699999999971,10.0,10.0
263,607.906,680.4015000000002,444.68649999999974,78.14699999999971,10.0,10.0
264,607.906,680.4015000000002,444.68649999999974,78.14699999999971,10.0,10.0
265,607.906,680.4015000000002,444.68649999999974,78.14699999999971,10.0,10.0
266,607.906,680.4015000000002,444.68649999999974,78.14699999999971,10.0,10.0
267,607.906,680.4015000000002,444.68649999999974,78.14699999999971,10.0,10.0
268,607.906,669.3665000000003,471.1840000000001,78.14699999999971,36.49750000000034,10.0
269,607.906,669.3665000000003,471.1840000000001,78.14699999999971,36.49750000000034,10.0
270,607.906,660.9560000000004,481.36300000000017,78.14699999999971,20.179000000000087,10.0
271,607.906,660.9560000000004,481.36300000000017,78.14699999999971,20.179000000000087,10.0
272,607.906,660.9560000000004,481.36300000000017,78.14699999999971,10.0,10.0
273,607.906,660.9560000000004,481.36300000000017,78.14699999999971,10.0,10.0
274,607.906,660.9560000000004,481.36300000000017,78.14699999999971,10.0,10.0
275,607.906,660.9560000000004,481.36300000000017,78.14699999999971,10.0,10.0
276,607.906,660.9560000000004,481.36300000000017,78.14699999999971,10.0,10.0
277,607.906,660.9560000000004,481.36300000000017,78.14699999999971,10.0,10.0
278,607.906,660.9560000000004,481.36300000000017,78.14699999999971,10.0,10.0
279,607.906,660.9560000000004,481.36300000000017,78.14699999999971,10.0,10.0
280,607.906,652.6425000000004,491.3450000000002,78.14699999999971,19.982000000000028,10.0
281,607.906,585.5040000000004,541.9055000000002,78.14699999999971,60.56049999999999,10.0
282,607.906,585.5040000000004,541.9055000000002,10.0,60.56049999999999,10.0
283,607.906,585.5040000000004,541.9055000000002,10.0,10.0,10.0
284,607.906,585.5040000000004,541.9055000000002,10.0,10.0,10.0
285,607.906,585.5040000000004,541.9055000000002,10.0,10.0,10.0
286,607.906,585.5040000000004,541.9055000000002,10.0,10.0,10.0
287,607.906,585.5040000000004,541.9055000000002,10.0,10.0,10.0
